Index,Index SubSeries,Source,GSE,Single Cell,Paired,Hand Processed,Mix bulk,Wanna understand better,Sample source name ch1,Cell Cycle,Cell Cycle Subtype,,Comment,% of zeros in data,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,,Phase Correlation,Cell count,Non zero genes count,Year,Sample organism ch1,Sample source name ch1,Sample status,Sample instrument model,Sample data processing,Sample extract protocol ch1,Sample library selection,Sample library source,Sample library strategy,Sample molecule ch1,Sample platform id,Sample submission date,Sample last update date,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,Phase Correlation,Shorthand,DOI,Authors,Journal,Title,Date,bioRxiv DOI,Reported cells total,Organism,Tissue,Technique,Data location,Panel size,Measurement,Cell source,Disease,Contrasts,Developmental stage,Number of reported cell types or clusters,Cell clustering,Pseudotime,RNA Velocity,PCA,tSNE,H5AD location,Isolation,BC --> Cell ID _OR_ BC --> Cluster ID,Number individuals
376,71,ARCHS4v_,GSE119766,,,,,,XX gonad,Flatten,"2,3-7",,,65.78,0,0,0,1,,0.88,642,25358,2018,Mus musculus,XX gonad,Public on Dec 31 2018,Illumina HiSeq 2000,Illumina Casava1.8.2 software used for basecalling.Xx-xXSome libraries were sequenced twice because,XX gonads were collected in PBS at room temperature. PBS was removed and tissues were digested 10 m,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL13112,Sep 10 2018,Dec 31 2018,0,0,0,1,0.88,Stevant et al CReports,10.1016/j.celrep.2019.02.069,"Isabelle Stévant, Françoise Kühne, Andy Greenfield, Marie-Christine Chaboissier, Emmanouil T. Dermitzakis, Serge Nef",Cell Reports,Dissecting Cell Lineage Specification and Sex Fate Determination in Gonadal Somatic Cells Using Single-Cell Transcriptomics,20190319,,563,Mouse,Ovary,SMARTer (C1),GSE119766,,RNA-seq,Somatic cells of embryonic and post-natal ovary,,,"E10.5, E11.5, E12.5, E13.5, E16.5, P6",4,Yes,,,,Yes,,,,
377,72,ARCHS4v_,GSE108679,,,,,,Mouse skin squamous cell carcinoma,Flatten,0.5-4,,,64.39,0,0,1,0,,0.9,629,22941,2018,Mus musculus,Mouse skin squamous cell carcinoma,Public on May 07 2019,Illumina NextSeq 500,Alignment: Sequence reads were obtained and mapped to the mouse genome (mm10) using the Bowtie2 pro,Mouse skin squamous cell carcinoma cells including tumor initiating cells before and after adoptive,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Jan 02 2018,May 07 2019,0,0,1,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,73,ARCHS4v_,GSE95140Xx-xXGSE95143,,,,,,Cardiomyocytes,G0,,,,70.06,0,0,0,0,,0.64,626,24819,2017,Mus musculus,Cardiomyocytes,Public on Jul 30 2018,Illumina HiSeq 2500,Reads were mapped to the mouse genome (mm9) using Bowtie (version 1.1.1) with the parameters -S,Cardiomyocytes were isolated using Langendorff perfusion from the left ventricular free wall 2 week,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Feb 21 2017,Jul 30 2018,0,0,0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,74,ARCHS4v_,GSE77980,,,,,,Pancreatic islets,G0,,,,69.66,0,1,1,1,,0.72,621,23209,2016,Mus musculus,Pancreatic islets,Public on Feb 19 2016,Illumina HiSeq 2500,Illumina Casava 1.8.2 software used for basecalling.Xx-xXReads were decoded based on their barcodes,"Single islet cells were captured with C1 Integrated Fluidic Circuit. Cell lysing, reverse transcrip",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Feb 17 2016,Feb 19 2016,0,1,1,1,0.72,Xin et al PNAS,10.1073/pnas.1602306113,"Yurong Xin, Jinrang Kim, Min Ni, Yi Wei, Haruka Okamoto, Joseph Lee, Christina Adler, Katie Cavino, Andrew J. Murphy, George D. Yancopoulos, Hsin Chieh Lin, Jesper Gromada",Proc Natl Acad Sci USA,Use of the Fluidigm C1 platform for RNA sequencing of single mouse pancreatic islet cells,20160308,,622,Mouse,Pancreas,SMARTer (C1),GSE77980,,RNA-seq,,,,,,,,,,,,,,
380,75,ARCHS4v_,GSE89798,,,,,,Pancreas,Flatten,without G0,,,65.31,0,0,1,0,,0.78,620,24054,2016,Mus musculus,Pancreas,Public on Nov 11 2017,Illumina HiSeq 4000,RNA-seq reads were aligned to mm10 using GSNAP (version 2015-09-29) with parameters (-B 5 -t 24 -n,Pancreatic cells were isolated from pancreata of E13.25 embryos.Xx-xXThe cells were stained with an,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Nov 14 2016,Nov 11 2017,0,0,1,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,76,ARCHS4v_,GSE74155,,,,,,embryo,Strange,May be very fast (is very compact),,,57.51,0,0,1,0,,0.9,617,28286,2016,Mus musculus,embryo,Public on Jul 27 2016,Illumina HiSeq 2000,Illumina Casava1.7 software used for basecallingXx-xXRNA-seq reads of each cell were mapped to the,Cells are directly picked after dissociation and deposited into lyssis buffer. No RNA extraction is,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Mar 08 2016,Jul 27 2016,0,0,1,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,77,ARCHS4v_,GSE111229,,,,,,Mammary tumor fibroblast,Oval,Very Thin + G0,,,74.38,0,1,0,1,,0.81,616,20328,2018,Mus musculus,Mammary tumor fibroblast,Public on Nov 23 2018,Illumina HiSeq 2000,Single-end 43 bp long reads were aligned at ESCG to mm10 mouse genome.Xx-xXRefSeq annotation was us,Breast tumors and mammary fat pads of FVB/N-Tg(MMTVPyVT)634Mul/J mice were collected after heart pe,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Feb 28 2018,Nov 23 2018,0,1,0,1,0.81,Bartoschek et al NCommunications,10.1038/s41467-018-07582-3,"Michael Bartoschek, Nikolay Oskolkov, Matteo Bocci, John Lövrot, Christer Larsson, Mikael Sommarin, Chris D. Madsen, David Lindgren, Gyula Pekar, Göran Karlsson, Markus Ringnér, Jonas Bergh, Åsa Björklund, Kristian Pietras",Nat Commun,Spatially and functionally distinct subclasses of breast cancer-associated fibroblasts revealed by single cell RNA sequencing,20181128,,768,Mouse,Tumor,Smart-seq2,GSE111229,,RNA-seq,Breast cancer,,,,,,,,,,,,,
383,78,ARCHS4v_,GSE130966,,,,,,Bone marrow,SemiOval,,,,74.49,0,0,1,0,,0.75,601,22323,2019,Mus musculus,Bone marrow,Public on May 10 2019,Illumina HiSeq 2000,Raw reads were aligned to the mouse reference genome GRCm38 from GENCODE using RSEM program version,"bones were removed, bone marrow was flushed out, red blood cells were lysed prior antibody staining",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,May 09 2019,May 10 2019,0,0,1,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,79,ARCHS4v_,GSE101601,,,,,,somatosensory cortex,G0,,,,71.94,0,0,0,1,,0.25,600,21879,2017,Mus musculus,somatosensory cortex,Public on Dec 06 2017,Illumina HiSeq 2000,Reads flagged as invalid by the Illumina HiSeq control software were discarded. In the remaining re,"Mice were anesthetized with isoflurane, perfused with ice-cold aCSF, brains collected and sectioned",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Jul 18 2017,Dec 06 2017,0,0,0,1,0.25,Hochgarner et al SRep,10.1038/s41598-017-16546-4,"Hannah Hochgerner, Peter Lönnerberg, Rebecca Hodge, Jaromir Mikes, Abeer Heskol, Hermann Hubschle, Philip Lin, Simone Picelli, Gioele La Manno, Michael Ratz, Jude Dunne, Syed Husain, Ed Lein, Maithreyan Srinivasan, Amit Zeisel, Sten Linnarsson",Sci Rep,STRT-seq-2i: dual-index 5ʹ single cell and nucleus RNA-seq on an addressable microwell array,20171121,10.1101/126268,"4,220","Human, Mouse",Brain,STRT-seq-2i,GSE101601,,RNA-seq,Somatosensory cortex,,,,28,,,,,,,,,
385,80,ARCHS4v_,GSE100471,,,,,,E6.75_Mesp1-GFP+_KO,Strange,Fast and something (may be dead?),,,59.57,1,1,1,0,,0.29,598,24089,2017,Mus musculus,E6.75_Mesp1-GFP+_KO,Public on Jan 28 2018,Illumina HiSeq 4000,library strategy: single cell RNA-seqXx-xXRNA-seq reads were aligned to mm10 using GSNAP (version 2,"Bone marrow cells were isolated from the femurs, tibiae and iliac crest of 20 8-12 week old C57BL/6",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Jun 26 2017,Jan 28 2018,1,1,1,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,81,ARCHS4v_,GSE134226,,,,,,WT mouse intestinal epithelial cells,NoPlot,,,,73.68,0,0,1,0,,0.68,590,28669,2019,Mus musculus,WT mouse intestinal epithelial cells,Public on Jul 13 2019,Illumina NextSeq 500,"Read alignment to genome and transcriptome (bowtie, tophat)Xx-xXGene expression estimation (RSEM)Xx",SMART-Seq2Xx-xX10X Genomics Chromium Prep,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Jul 12 2019,Jul 14 2019,0,0,1,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,82,ARCHS4v_,GSE75790,,,,,,mouse embryonic cell line,NoPlot,,,,63.89,1,1,1,0,,0.91,578,24822,2016,Mus musculus,mouse embryonic cell line,Public on Sep 09 2016,Illumina HiSeq 2000,base-calls were performed with Illumina bcl2fastqXx-xXall cDNA reads were aligned with Star v2.4.0X,single-cell lysate,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Jun 29 2016,Sep 09 2016,1,1,1,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,83,ARCHS4v_,GSE87069,,,,,,E12.5 Single Cell,NoPlot,,,,73.06,1,1,1,1,,0.96,574,24758,2016,Mus musculus,E12.5 Single Cell,Public on Oct 27 2016,Illumina HiSeq 2000,reads were aligned to the mm10 genome using default settings of STAR v2.3.0Xx-xXRPKM values were de,"Smart-seq2Xx-xXNextera XT DNA library preparation kits (FC-131-1024) using dual indexes (i5 + i7), ",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Sep 19 2016,Oct 27 2016,1,1,1,1,0.96,Kee et al CSC,10.1016/j.stem.2016.10.003,"Nigel Kee, Nikolaos Volakakis, Agnete Kirkeby, Lina Dahl, Helena Storvall, Sara Nolbrant, Laura Lahti, Åsa K. Björklund, Linda Gillberg, Eliza Joodmardi, Rickard Sandberg, Malin Parmar, Thomas Perlmann",Cell Stem Cell,Single-Cell Analysis Reveals a Close Relationship between Differentiating Dopamine and Subthalamic Nucleus Neuronal Lineages,20161027,,550,Mouse,Brain,Smart-seq2,GSE87069,,RNA-seq,,,,,,,,,,,,,,
389,84,ARCHS4v_,GSE68981,,,,,,Hematopoietic stem cells,NoPlot,,,,78.81,1,1,1,1,,0.74,568,22904,2015,Mus musculus,Hematopoietic stem cells,Public on Dec 24 2016,Illumina HiSeq 2500,Illumina Casava1.8 software used for basecalling.Xx-xXRNA-seq reads were mapped to the mouse genome,Total RNA was isolated with Smart-seq protocol for single-cell RNA-seq and Pan et al. 2013 protocol,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Oct 06 2015,Dec 24 2016,1,1,1,1,0.74,Yang et al NAR,10.1093/nar/gkw1214,"Jennifer Yang, Yoshiaki Tanaka, Montrell Seay, Zhen Li, Jiaqi Jin, Lana Xia Garmire, Xun Zhu, Ashley Taylor, Weidong Li, Ghia Euskirchen, Stephanie Halene, Yuval Kluger, Michael P. Snyder, In-Hyun Park, Xinghua Pan, Sherman Morton Weissman",Nucleic Acids Res,Single cell transcriptomics reveals unanticipated features of early hematopoietic precursors,20161123,-,460,Mouse,,SMARTer (C1),GSE68981,,RNA-seq,,,,,,,,,,,,,,
390,85,ARCHS4v_,GSE98567Xx-xXGSE98571,,,,,,Cardiac fibroblasts,NoPlot,,,,61.72,0,0,1,0,,0.92,566,24026,2017,Mus musculus,Cardiac fibroblasts,Public on Oct 25 2017,Illumina HiSeq 2500,QC: Qualities of de-barcoded raw sequence reads were checked by fastqc.Xx-xXMapping: Mapping to the,"On day 3 post transduction, cells were collected by trypsinization, stained with 7AAD live/dead dye",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,May 04 2017,Oct 25 2017,0,0,1,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,86,ARCHS4v_,GSE117231Xx-xXGSE117233,,,,,,burst forming unit-erythroid,NoPlot,,,,64.18,0,0,1,0,,0.68,565,24923,2018,Mus musculus,burst forming unit-erythroid,Public on Mar 01 2019,Illumina HiSeq 2500,"Reads were mapped against the GRCm38 mouse genome using STAR version 2.4, gene annotations from ENS",cell extraction protocol: Erythroid progenitor cell isolation. Fetal liver was dissected from embry,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Jul 17 2018,Mar 01 2019,0,0,1,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,87,ARCHS4v_,GSE90047,,,,,,Liver,NoPlot,,,,61.2,0,0,1,0,,0.83,547,24844,2016,Mus musculus,Liver,Public on Jul 14 2017,Illumina HiSeq 2000,Sequencing reads were mapped to the Mus musculus reference genome (GRCm38/mm10) using TopHat (v2.1.,"Total RNA from about 200,000 DLK+ cells was extracted with the RNeasy Micro Kit (Qiagen, 74004). Po",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Nov 18 2016,Jul 14 2017,0,0,1,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,88,ARCHS4v_,GSE89280Xx-xXGSE89285,,,,,,mouse B3 cells,NoPlot,,,,80.9,1,1,1,0,,0.92,543,30170,2016,Mus musculus,mouse B3 cells,Public on Feb 14 2019,Illumina NextSeq 500,"Single-cell RNA-seq libraries were mapped with Tophat (Trapnell et al., 2009) to the mouse Ensembl ",Single cells were isolated using the Fluidigm C1 System. Single cell C1 runs were completed using t,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Oct 28 2016,Feb 14 2019,1,1,1,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,89,ARCHS4v_,GSE120963,,,,,,Mouse embryonic cells,NoPlot,,,,50.84,0,0,1,0,,0.95,537,32293,2018,Mus musculus,Mouse embryonic cells,Public on Aug 08 2019,Illumina HiSeq 2500,The reads for all samples are mapped to the mm10 using Tophat v2.0.8b with parameter: -p 20 -g 1 -N,"According to Geo-seq (Chen et al., 2017), RNA from LCM samples were extracted by 5M GuSCN (Invitrog",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Oct 09 2018,Aug 08 2019,0,0,1,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,90,ARCHS4v_,GSE130938,,,,,,embryonic stem cell-derived spinal motor neurons,NoPlot,,,,64.01,0,0,1,0,,0.45,521,26293,2019,Mus musculus,embryonic stem cell-derived spinal motor neurons,Public on Jul 09 2019,Illumina NextSeq 500,Illumina bcl2fastq software was used to demultiplex and generate fastq files for each cellXx-xXFor,"One cultured motor neuron was placed in each well of 96-well eppendorf plates in buffer TCL, centri",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,May 17 2019,Jul 09 2019,0,0,1,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,91,ARCHS4v_,GSE79238,,,,,,Brown adipose tissue,NoPlot,,,,43.2,0,0,0,0,,0.55,517,29061,2016,Mus musculus,Brown adipose tissue,Public on Jul 20 2018,Illumina HiSeq 2500,Illumina Casava and BCL2FASTQ1.8.3 were used for basecallingXx-xXSequenced reads were trimmed for N,"Acutely extracted brain was sliced at 300um thickness, digested with pronase for 1 hour at RT, trit",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Mar 15 2016,Jul 20 2018,0,0,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,92,ARCHS4v_,GSE87795,,,,,,E11.5_biological replicate 1_single cells_transcriptome,NoPlot,,,,65.17,1,1,1,0,,0.74,505,25723,2016,Mus musculus,E11.5_biological replicate 1_single cells_transcriptome,Public on Nov 20 2017,Illumina NextSeq 500,bcl2fastq2 Conversion Software 2.15.0.4 (illumina) was used for de-multiplexing and generation of f,"Single cells were captured on a Fluidigm C1 RNA-Seq IFC (10-17 m), and all capture sites were vis",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,Oct 11 2016,Nov 20 2017,1,1,1,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,93,ARCHS4v_,GSE88953,,,,,,primary resident immune cells in mouse kidney,NoPlot,,,,85.32,1,1,1,0,,0.75,494,21451,2016,Mus musculus,primary resident immune cells in mouse kidney,Public on Feb 21 2018,Illumina NextSeq 500,STAR for alignmentXx-xXPiccard for marking duplicatesXx-xXHTSeq for quantificationXx-xXGenome_build,Single cells were lysed following the Smartseq2 protocolXx-xXRNA libraries were prepared for sequen,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,Oct 19 2016,Feb 21 2018,1,1,1,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,94,ARCHS4v_,GSE118891,,,,,,BASCs-Tracer,NoPlot,,,,70.81,0,1,1,0,,0.55,468,22228,2018,Mus musculus,BASCs-Tracer,Public on Jan 15 2019,HiSeq X Ten,Reads were mapped to the mouse GRCm38 genome assemblies by HISAT2 using default settingsXx-xXUnique,"Lungs were digest with Collagenase, Dispase and Elastase sollution, Single epithelial cell was sort",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21273,Nov 09 2018,Jan 15 2019,0,1,1,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,95,ARCHS4v_,GSE101487,,,,,,brain,NoPlot,,,,68.89,0,0,0,0,,-0.11,468,23139,2017,Mus musculus,brain,Public on Sep 21 2017,Illumina NextSeq 500,"Illumina RTAv2 was used for base calling and quality determinationXx-xXRSEM (Li et al., Bioinformat",Acute brain slices were cute from juvenile Fos-p2A-CreER;Ai14 mice that had previously had thirst-a,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,Jul 16 2017,Sep 21 2017,0,0,0,0,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,96,ARCHS4v_,GSE115968,,,,,,mouse embryonic stem cell,NoPlot,,,,67.46,1,1,1,0,,0.9,464,25295,2018,Mus musculus,mouse embryonic stem cell,Public on Jun 19 2018,Illumina HiSeq 4000,Reads are mapped to mm10 using STAR and RSEMXx-xXGenome_build: mm10Xx-xXSupplementary_files_format_,Single cells were captured and cDNA was transcripted using SMART-Seq V4 scripts on C1 fluidigm.Xx-x,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Jun 18 2018,Jun 19 2018,1,1,1,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,97,ARCHS4v_,GSE98415Xx-xXGSE98417,,,,,,C57BL/6_DRG_Naive,NoPlot,,,,57.82,0,0,0,0,,0.98,456,25585,2017,Mus musculus,C57BL/6_DRG_Naive,Public on Aug 01 2017,Illumina NextSeq 500,Reads were mapped to the mm10 mouse genome using Bowtie2.Xx-xXDuplicate reads removed using samtool,"After dissection, the nave or IVA DRG neurons were filtered through a 35um mesh and resuspended i",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,May 01 2017,Aug 01 2017,0,0,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,98,ARCHS4v_,GSE86225,,,,,,Dorsal Pancreas,NoPlot,,,,60.14,0,0,1,0,,0.7,455,25671,2016,Mus musculus,Dorsal Pancreas,Public on Jul 23 2018,Illumina HiSeq 2500,Bulk-cell RNA-seq (Sample 001-016)Xx-xXSequencing reads were aligned to the Mus musculus reference,"Bulk-cell RNA-seq (Sample 001-016)Xx-xXFor E10.5, E14.5 and E17.5 dorsal and ventral pancreases, a ",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Nov 01 2016,Jul 23 2018,0,0,1,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,99,ARCHS4v_,GSE138651,,,,,,Nodose ganglion cells,NoPlot,,,,48.78,0,0,1,0,,0.3,449,23645,2019,Mus musculus,Nodose ganglion cells,Public on Nov 14 2019,Illumina HiSeq 4000,all samples: HighSeq 4000 were used for sequecing and de-multiplexed to generate a fastq file.Xx-xX,Nodose ganglion cells are dissociated using a combination of papain/collagenase/dispase solution. 1,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Oct 09 2019,Nov 14 2019,0,0,1,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,100,ARCHS4v_,GSE121364Xx-xXGSE121437,,,,,,Tibialis anterior muscles,NoPlot,,,,84.37,0,1,0,0,,0.93,444,21014,2018,Mus musculus,Tibialis anterior muscles,Public on Aug 14 2019,Illumina HiSeq 2500,Libraries were sequenced on the Illumina HiSeq platform using the default RTA analysis software.Xx-,We prepared scM&T-seq libraries by isolating mRNA on magnetic beads and separating from the single-,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Oct 16 2018,Aug 14 2019,0,1,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,101,ARCHS4v_,GSE85798,,,,,,F1 2-1 129/Castaneus Female mESCs,NoPlot,,,,52.46,0,0,0,0,,0.99,439,26623,2016,Mus musculus,F1 2-1 129/Castaneus Female mESCs,Public on Oct 28 2016,Illumina HiSeq 2500,DNA sequencing (ATAC-Seq) and RNA sequencing (PRO-Seq and RNA-seq) analyses were performed as previ,p(A)+ RNA-seq with hybrid selection: We generated RNA sequencing libraries as   described in Engrei,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Aug 18 2016,Oct 28 2016,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,102,ARCHS4v_,GSE108020,,,,,,Single E15.5 FB mouse Th-eGFP+ sorted dopaminergic neuron,NoPlot,,,,69.65,0,1,0,1,,0.79,431,23187,2017,Mus musculus,Single E15.5 FB mouse Th-eGFP+ sorted dopaminergic neuron,Public on Jan 31 2018,Illumina HiSeq 2500,Paired-end reads were aligned to the mouse reference genome (mm10) supplemented with the Th-EGFP+ t,"Resected brain tissues were dissociated using papain (Papain Dissociation System, Worthington Bioch",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Dec 13 2017,Jan 31 2018,0,1,0,1,0.79,Hook et al AJHG,10.1016/j.ajhg.2018.02.001,"Paul W. Hook, Sarah A. McClymont, Gabrielle H. Cannon, William D. Law, A. Jennifer Morton, Loyal A. Goff, Andrew S. McCallion",The American Journal of Human Genetics,Single-Cell RNA-Seq of Mouse Dopaminergic Neurons Informs Candidate Gene Selection for Sporadic Parkinson Disease,20180301,10.1101/148049,473,Mouse,Brain,Smart-seq2,GSE108020,,RNA-seq,"Dopaminergic neurons from forebrain, midbrain, and olfactory bulb",,,Embryonic and postnatal,,,,,,Yes,,,,
408,103,ARCHS4v_,GSE90140Xx-xXGSE90799,,,,,,Bone Marrow,NoPlot,,,,67.18,0,1,0,0,,0.17,431,20084,2016,Mus musculus,Bone Marrow,Public on Mar 31 2017,Illumina HiSeq 2500,RNA-seq reads were aligned to mm10 using GSNAP (version 2015-09-29) with parameters (-B 5 -t 24 -n,Six- to 12-weeks-old C57Bl/6 wilt type mice were treated with a single dose of 150 mg/kg 5-FU (Sigm,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Nov 22 2016,Mar 31 2017,0,1,0,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,104,ARCHS4v_,GSE97519,,,,,,XY gonad,Flatten,4-8,,,61.48,0,0,0,1,,0.73,429,25148,2017,Mus musculus,XY gonad,Public on Feb 06 2018,Illumina HiSeq 2000,Illumina Casava1.8.2 software used for basecalling.Xx-xXFastQ files were mapped with GemTools (vers,XY gonads were collected in PBS at room temperature. PBS was removed and tissues were digested 10 m,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Apr 07 2017,Feb 06 2018,0,0,0,1,0.73,Stevant et al CReports,10.1016/j.celrep.2018.01.043,"Isabelle Stévant, Yasmine Neirijnck, Christelle Borel, Jessica Escoffier, Lee B. Smith, Stylianos E. Antonarakis, Emmanouil T. Dermitzakis, Serge Nef",Cell Reports,Deciphering Cell Lineage Specification during Male Sex Determination with Single-Cell RNA Sequencing,20180208,,400,Mouse,Testis,SMARTer (C1),GSE97519,,RNA-seq,Somatic cells of the embryonic testis,,,"E10.5, E11.5, E12.5, E13.5, E16.5",6,Yes,Yes,,,Yes,,,,
410,105,ARCHS4v_,GSE127235,,,,,,"single-cell suspension from whole glomerulus, kidney",,,,,80.2,1,1,1,0,,0.78,429,21882,2019,Mus musculus,"single-cell suspension from whole glomerulus, kidney",Public on Mar 08 2019,Illumina NextSeq 500,Files were demultiplexed using Perl script mRNASeqHT_demultiplex.pl provided by FluidigmXx-xXDemult,"Glomerular cells were isolated by perfusing mice with PBS, followed by Dynabead solution and then 2",cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Feb 26 2019,Mar 08 2019,1,1,1,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,106,ARCHS4v_,GSE75659,,,,,,single.fibroblast,Flatten,3-7,,,53.84,0,1,1,1,,0.95,425,27175,2015,Mus musculus,single.fibroblast,Public on Sep 26 2016,Illumina HiSeq 2000,genome build:  mm9Xx-xXAligned reads with rna-starXx-xXCalculated expression values with rpkmforgen,"SmartSeq2 (Picelli S, Nat Methods. 2013, PubMed PMID: 24056875)",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Dec 03 2015,Sep 26 2016,0,1,1,1,0.95,Reinius et al NGenetics,10.1038/ng.3678,"Björn Reinius, Jeff E Mold, Daniel Ramsköld, Qiaolin Deng, Per Johnsson, Jakob Michaëlsson, Jonas Frisén, Rickard Sandberg",Nat Genet,Analysis of allelic expression patterns in clonal somatic cells by single-cell RNA–seq,20160926,-,892,Human,,Smart-seq2,GSE75659,,RNA-seq,,,,,,,,,,,,,,
412,107,ARCHS4v_,GSE86479,,,,,,sorted P7 beta cell_single_cell,G0,,,,64.61,0,1,1,1,,0.93,416,25735,2016,Mus musculus,sorted P7 beta cell_single_cell,Public on May 01 2017,Illumina HiSeq 2500,Reads were aligned to the mm9 by STAR with parameters: --outSAMstrandField intronMotif --outFilterM,Single sorted beta cells were captured on a medium-sized (1017 mm cell diameter) microfluidic RN,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Sep 06 2016,May 01 2017,0,1,1,1,0.93,Zeng et al CMetabolism,10.1016/j.cmet.2017.04.014,"Chun Zeng, Francesca Mulas, Yinghui Sui, Tiffany Guan, Nathanael Miller, Yuliang Tan, Fenfen Liu, Wen Jin, Andrea C. Carrano, Mark O. Huising, Orian S. Shirihai, Gene W. Yeo, Maike Sander",Cell Metabolism,Pseudotemporal Ordering of Single Cells Reveals Metabolic Control of Postnatal β Cell Proliferation,20170502,,416,Mouse,Pancreas,SMARTer (C1),GSE86479,,RNA-seq,Beta cells,,,,,,,,,,,,,
413,108,ARCHS4v_,GSE95445Xx-xXGSE98131,,,,,,Mammary gland,Flatten,0.5-4,,,80.19,1,1,1,0,,0.89,406,23655,2017,Mus musculus,Mammary gland,Public on Nov 20 2017,Illumina NextSeq 500,Reads were aligned to the mouse genome by Rsubread version 1.23.2Xx-xXRead counts were summarized b,Freshly sorted cells were submitted to a Fluidigm C1 System machine for single cell capture and cDN,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Feb 27 2017,Dec 19 2017,1,1,1,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
